keyword,batch,geo_name,geo_code,index
custom sofa,2,Alaska,US-AK,1
dining table,3,Wyoming,US-WY,80
custom bed frame,3,Wyoming,US-WY,3
custom desk,3,Wyoming,US-WY,14
custom bookshelf,3,Wyoming,US-WY,2
custom dresser,3,Wyoming,US-WY,1
dining table,3,New Jersey,US-NJ,98
custom bed frame,3,New Jersey,US-NJ,0
custom desk,3,New Jersey,US-NJ,2
custom bookshelf,3,New Jersey,US-NJ,0
custom dresser,3,New Jersey,US-NJ,0
dining table,3,New York,US-NY,97
custom bed frame,3,New York,US-NY,0
custom desk,3,New York,US-NY,3
custom bookshelf,3,New York,US-NY,0
custom dresser,3,New York,US-NY,0
dining table,3,District of Columbia,US-DC,96
custom bed frame,3,District of Columbia,US-DC,1
custom desk,3,District of Columbia,US-DC,3
custom bookshelf,3,District of Columbia,US-DC,0
custom dresser,3,District of Columbia,US-DC,0
dining table,3,California,US-CA,96
custom bed frame,3,California,US-CA,1
custom desk,3,California,US-CA,3
custom bookshelf,3,California,US-CA,0
custom dresser,3,California,US-CA,0
dining table,3,Florida,US-FL,96
custom bed frame,3,Florida,US-FL,1
custom desk,3,Florida,US-FL,3
custom bookshelf,3,Florida,US-FL,0
custom dresser,3,Florida,US-FL,0
dining table,3,Connecticut,US-CT,96
custom bed frame,3,Connecticut,US-CT,1
custom desk,3,Connecticut,US-CT,3
custom bookshelf,3,Connecticut,US-CT,0
custom dresser,3,Connecticut,US-CT,0
dining table,3,Massachusetts,US-MA,97
custom bed frame,3,Massachusetts,US-MA,0
custom desk,3,Massachusetts,US-MA,3
custom bookshelf,3,Massachusetts,US-MA,0
custom dresser,3,Massachusetts,US-MA,0
dining table,3,Washington,US-WA,96
custom bed frame,3,Washington,US-WA,1
custom desk,3,Washington,US-WA,3
custom bookshelf,3,Washington,US-WA,0
custom dresser,3,Washington,US-WA,0
dining table,3,Georgia,US-GA,97
custom bed frame,3,Georgia,US-GA,0
custom desk,3,Georgia,US-GA,3
custom bookshelf,3,Georgia,US-GA,0
custom dresser,3,Georgia,US-GA,0
dining table,3,Maryland,US-MD,97
custom bed frame,3,Maryland,US-MD,0
custom desk,3,Maryland,US-MD,3
custom bookshelf,3,Maryland,US-MD,0
custom dresser,3,Maryland,US-MD,0
dining table,3,North Carolina,US-NC,97
custom bed frame,3,North Carolina,US-NC,0
custom desk,3,North Carolina,US-NC,3
custom bookshelf,3,North Carolina,US-NC,0
custom dresser,3,North Carolina,US-NC,0
dining table,3,Kansas,US-KS,96
custom bed frame,3,Kansas,US-KS,0
custom desk,3,Kansas,US-KS,4
custom bookshelf,3,Kansas,US-KS,0
custom dresser,3,Kansas,US-KS,0
dining table,3,Arizona,US-AZ,96
custom bed frame,3,Arizona,US-AZ,1
custom desk,3,Arizona,US-AZ,3
custom bookshelf,3,Arizona,US-AZ,0
custom dresser,3,Arizona,US-AZ,0
dining table,3,South Carolina,US-SC,97
custom bed frame,3,South Carolina,US-SC,0
custom desk,3,South Carolina,US-SC,3
custom bookshelf,3,South Carolina,US-SC,0
custom dresser,3,South Carolina,US-SC,0
dining table,3,Texas,US-TX,96
custom bed frame,3,Texas,US-TX,1
custom desk,3,Texas,US-TX,3
custom bookshelf,3,Texas,US-TX,0
custom dresser,3,Texas,US-TX,0
dining table,3,Virginia,US-VA,96
custom bed frame,3,Virginia,US-VA,1
custom desk,3,Virginia,US-VA,3
custom bookshelf,3,Virginia,US-VA,0
custom dresser,3,Virginia,US-VA,0
dining table,3,Alabama,US-AL,97
custom bed frame,3,Alabama,US-AL,0
custom desk,3,Alabama,US-AL,3
custom bookshelf,3,Alabama,US-AL,0
custom dresser,3,Alabama,US-AL,0
dining table,3,Delaware,US-DE,96
custom bed frame,3,Delaware,US-DE,0
custom desk,3,Delaware,US-DE,4
custom bookshelf,3,Delaware,US-DE,0
custom dresser,3,Delaware,US-DE,0
dining table,3,Nevada,US-NV,96
custom bed frame,3,Nevada,US-NV,0
custom desk,3,Nevada,US-NV,4
custom bookshelf,3,Nevada,US-NV,0
custom dresser,3,Nevada,US-NV,0
dining table,3,Illinois,US-IL,96
custom bed frame,3,Illinois,US-IL,1
custom desk,3,Illinois,US-IL,3
custom bookshelf,3,Illinois,US-IL,0
custom dresser,3,Illinois,US-IL,0
dining table,3,Pennsylvania,US-PA,97
custom bed frame,3,Pennsylvania,US-PA,0
custom desk,3,Pennsylvania,US-PA,3
custom bookshelf,3,Pennsylvania,US-PA,0
custom dresser,3,Pennsylvania,US-PA,0
dining table,3,Colorado,US-CO,96
custom bed frame,3,Colorado,US-CO,0
custom desk,3,Colorado,US-CO,4
custom bookshelf,3,Colorado,US-CO,0
custom dresser,3,Colorado,US-CO,0
dining table,3,Utah,US-UT,95
custom bed frame,3,Utah,US-UT,1
custom desk,3,Utah,US-UT,4
custom bookshelf,3,Utah,US-UT,0
custom dresser,3,Utah,US-UT,0
dining table,3,Ohio,US-OH,97
custom bed frame,3,Ohio,US-OH,0
custom desk,3,Ohio,US-OH,3
custom bookshelf,3,Ohio,US-OH,0
custom dresser,3,Ohio,US-OH,0
dining table,3,Oregon,US-OR,96
custom bed frame,3,Oregon,US-OR,1
custom desk,3,Oregon,US-OR,3
custom bookshelf,3,Oregon,US-OR,0
custom dresser,3,Oregon,US-OR,0
dining table,3,Louisiana,US-LA,96
custom bed frame,3,Louisiana,US-LA,1
custom desk,3,Louisiana,US-LA,3
custom bookshelf,3,Louisiana,US-LA,0
custom dresser,3,Louisiana,US-LA,0
dining table,3,Tennessee,US-TN,96
custom bed frame,3,Tennessee,US-TN,1
custom desk,3,Tennessee,US-TN,3
custom bookshelf,3,Tennessee,US-TN,0
custom dresser,3,Tennessee,US-TN,0
dining table,3,Minnesota,US-MN,96
custom bed frame,3,Minnesota,US-MN,1
custom desk,3,Minnesota,US-MN,3
custom bookshelf,3,Minnesota,US-MN,0
custom dresser,3,Minnesota,US-MN,0
dining table,3,Idaho,US-ID,96
custom bed frame,3,Idaho,US-ID,1
custom desk,3,Idaho,US-ID,3
custom bookshelf,3,Idaho,US-ID,0
custom dresser,3,Idaho,US-ID,0
dining table,3,Rhode Island,US-RI,96
custom bed frame,3,Rhode Island,US-RI,0
custom desk,3,Rhode Island,US-RI,4
custom bookshelf,3,Rhode Island,US-RI,0
custom dresser,3,Rhode Island,US-RI,0
dining table,3,Michigan,US-MI,97
custom bed frame,3,Michigan,US-MI,0
custom desk,3,Michigan,US-MI,3
custom bookshelf,3,Michigan,US-MI,0
custom dresser,3,Michigan,US-MI,0
dining table,3,Missouri,US-MO,96
custom bed frame,3,Missouri,US-MO,0
custom desk,3,Missouri,US-MO,4
custom bookshelf,3,Missouri,US-MO,0
custom dresser,3,Missouri,US-MO,0
dining table,3,Oklahoma,US-OK,96
custom bed frame,3,Oklahoma,US-OK,0
custom desk,3,Oklahoma,US-OK,4
custom bookshelf,3,Oklahoma,US-OK,0
custom dresser,3,Oklahoma,US-OK,0
dining table,3,New Hampshire,US-NH,96
custom bed frame,3,New Hampshire,US-NH,0
custom desk,3,New Hampshire,US-NH,4
custom bookshelf,3,New Hampshire,US-NH,0
custom dresser,3,New Hampshire,US-NH,0
dining table,3,Kentucky,US-KY,96
custom bed frame,3,Kentucky,US-KY,1
custom desk,3,Kentucky,US-KY,3
custom bookshelf,3,Kentucky,US-KY,0
custom dresser,3,Kentucky,US-KY,0
dining table,3,Mississippi,US-MS,96
custom bed frame,3,Mississippi,US-MS,1
custom desk,3,Mississippi,US-MS,3
custom bookshelf,3,Mississippi,US-MS,0
custom dresser,3,Mississippi,US-MS,0
dining table,3,Indiana,US-IN,96
custom bed frame,3,Indiana,US-IN,0
custom desk,3,Indiana,US-IN,4
custom bookshelf,3,Indiana,US-IN,0
custom dresser,3,Indiana,US-IN,0
dining table,3,Arkansas,US-AR,96
custom bed frame,3,Arkansas,US-AR,1
custom desk,3,Arkansas,US-AR,3
custom bookshelf,3,Arkansas,US-AR,0
custom dresser,3,Arkansas,US-AR,0
dining table,3,Maine,US-ME,96
custom bed frame,3,Maine,US-ME,0
custom desk,3,Maine,US-ME,4
custom bookshelf,3,Maine,US-ME,0
custom dresser,3,Maine,US-ME,0
dining table,3,Vermont,US-VT,96
custom bed frame,3,Vermont,US-VT,0
custom desk,3,Vermont,US-VT,4
custom bookshelf,3,Vermont,US-VT,0
custom dresser,3,Vermont,US-VT,0
dining table,3,New Mexico,US-NM,96
custom bed frame,3,New Mexico,US-NM,0
custom desk,3,New Mexico,US-NM,4
custom bookshelf,3,New Mexico,US-NM,0
custom dresser,3,New Mexico,US-NM,0
dining table,3,Nebraska,US-NE,95
custom bed frame,3,Nebraska,US-NE,1
custom desk,3,Nebraska,US-NE,4
custom bookshelf,3,Nebraska,US-NE,0
custom dresser,3,Nebraska,US-NE,0
dining table,3,Wisconsin,US-WI,96
custom bed frame,3,Wisconsin,US-WI,0
custom desk,3,Wisconsin,US-WI,4
custom bookshelf,3,Wisconsin,US-WI,0
custom dresser,3,Wisconsin,US-WI,0
dining table,3,Hawaii,US-HI,95
custom bed frame,3,Hawaii,US-HI,0
custom desk,3,Hawaii,US-HI,5
custom bookshelf,3,Hawaii,US-HI,0
custom dresser,3,Hawaii,US-HI,0
dining table,3,Iowa,US-IA,96
custom bed frame,3,Iowa,US-IA,0
custom desk,3,Iowa,US-IA,4
custom bookshelf,3,Iowa,US-IA,0
custom dresser,3,Iowa,US-IA,0
dining table,3,Montana,US-MT,95
custom bed frame,3,Montana,US-MT,1
custom desk,3,Montana,US-MT,4
custom bookshelf,3,Montana,US-MT,0
custom dresser,3,Montana,US-MT,0
dining table,3,West Virginia,US-WV,96
custom bed frame,3,West Virginia,US-WV,0
custom desk,3,West Virginia,US-WV,4
custom bookshelf,3,West Virginia,US-WV,0
custom dresser,3,West Virginia,US-WV,0
dining table,3,South Dakota,US-SD,96
custom bed frame,3,South Dakota,US-SD,0
custom desk,3,South Dakota,US-SD,4
custom bookshelf,3,South Dakota,US-SD,0
custom dresser,3,South Dakota,US-SD,0
dining table,3,North Dakota,US-ND,95
custom bed frame,3,North Dakota,US-ND,0
custom desk,3,North Dakota,US-ND,4
custom bookshelf,3,North Dakota,US-ND,0
custom dresser,3,North Dakota,US-ND,1
dining table,3,Alaska,US-AK,92
custom bed frame,3,Alaska,US-AK,1
custom desk,3,Alaska,US-AK,6
custom bookshelf,3,Alaska,US-AK,0
custom dresser,3,Alaska,US-AK,1
dining table,4,Wyoming,US-WY,91
custom wardrobe,4,Wyoming,US-WY,1
custom coffee table,4,Wyoming,US-WY,5
custom nightstand,4,Wyoming,US-WY,1
custom tv stand,4,Wyoming,US-WY,2
dining table,4,New Jersey,US-NJ,99
custom wardrobe,4,New Jersey,US-NJ,0
custom coffee table,4,New Jersey,US-NJ,1
custom nightstand,4,New Jersey,US-NJ,0
custom tv stand,4,New Jersey,US-NJ,0
dining table,4,New York,US-NY,99
custom wardrobe,4,New York,US-NY,0
custom coffee table,4,New York,US-NY,1
custom nightstand,4,New York,US-NY,0
custom tv stand,4,New York,US-NY,0
dining table,4,District of Columbia,US-DC,98
custom wardrobe,4,District of Columbia,US-DC,0
custom coffee table,4,District of Columbia,US-DC,2
custom nightstand,4,District of Columbia,US-DC,0
custom tv stand,4,District of Columbia,US-DC,0
dining table,4,California,US-CA,99
custom wardrobe,4,California,US-CA,0
custom coffee table,4,California,US-CA,1
custom nightstand,4,California,US-CA,0
custom tv stand,4,California,US-CA,0
dining table,4,Florida,US-FL,99
custom wardrobe,4,Florida,US-FL,0
custom coffee table,4,Florida,US-FL,1
custom nightstand,4,Florida,US-FL,0
custom tv stand,4,Florida,US-FL,0
dining table,4,Connecticut,US-CT,99
custom wardrobe,4,Connecticut,US-CT,0
custom coffee table,4,Connecticut,US-CT,1
custom nightstand,4,Connecticut,US-CT,0
custom tv stand,4,Connecticut,US-CT,0
dining table,4,Massachusetts,US-MA,99
custom wardrobe,4,Massachusetts,US-MA,0
custom coffee table,4,Massachusetts,US-MA,1
custom nightstand,4,Massachusetts,US-MA,0
custom tv stand,4,Massachusetts,US-MA,0
dining table,4,Washington,US-WA,99
custom wardrobe,4,Washington,US-WA,0
custom coffee table,4,Washington,US-WA,1
custom nightstand,4,Washington,US-WA,0
custom tv stand,4,Washington,US-WA,0
dining table,4,Georgia,US-GA,99
custom wardrobe,4,Georgia,US-GA,0
custom coffee table,4,Georgia,US-GA,1
custom nightstand,4,Georgia,US-GA,0
custom tv stand,4,Georgia,US-GA,0
dining table,4,Maryland,US-MD,99
custom wardrobe,4,Maryland,US-MD,0
custom coffee table,4,Maryland,US-MD,1
custom nightstand,4,Maryland,US-MD,0
custom tv stand,4,Maryland,US-MD,0
dining table,4,North Carolina,US-NC,99
custom wardrobe,4,North Carolina,US-NC,0
custom coffee table,4,North Carolina,US-NC,1
custom nightstand,4,North Carolina,US-NC,0
custom tv stand,4,North Carolina,US-NC,0
dining table,4,Kansas,US-KS,99
custom wardrobe,4,Kansas,US-KS,0
custom coffee table,4,Kansas,US-KS,1
custom nightstand,4,Kansas,US-KS,0
custom tv stand,4,Kansas,US-KS,0
dining table,4,Arizona,US-AZ,99
custom wardrobe,4,Arizona,US-AZ,0
custom coffee table,4,Arizona,US-AZ,1
custom nightstand,4,Arizona,US-AZ,0
custom tv stand,4,Arizona,US-AZ,0
dining table,4,South Carolina,US-SC,99
custom wardrobe,4,South Carolina,US-SC,0
custom coffee table,4,South Carolina,US-SC,1
custom nightstand,4,South Carolina,US-SC,0
custom tv stand,4,South Carolina,US-SC,0
dining table,4,Texas,US-TX,99
custom wardrobe,4,Texas,US-TX,0
custom coffee table,4,Texas,US-TX,1
custom nightstand,4,Texas,US-TX,0
custom tv stand,4,Texas,US-TX,0
dining table,4,Virginia,US-VA,99
custom wardrobe,4,Virginia,US-VA,0
custom coffee table,4,Virginia,US-VA,1
custom nightstand,4,Virginia,US-VA,0
custom tv stand,4,Virginia,US-VA,0
dining table,4,Alabama,US-AL,99
custom wardrobe,4,Alabama,US-AL,0
custom coffee table,4,Alabama,US-AL,1
custom nightstand,4,Alabama,US-AL,0
custom tv stand,4,Alabama,US-AL,0
dining table,4,Delaware,US-DE,98
custom wardrobe,4,Delaware,US-DE,0
custom coffee table,4,Delaware,US-DE,1
custom nightstand,4,Delaware,US-DE,0
custom tv stand,4,Delaware,US-DE,1
dining table,4,Nevada,US-NV,99
custom wardrobe,4,Nevada,US-NV,0
custom coffee table,4,Nevada,US-NV,1
custom nightstand,4,Nevada,US-NV,0
custom tv stand,4,Nevada,US-NV,0
dining table,4,Illinois,US-IL,99
custom wardrobe,4,Illinois,US-IL,0
custom coffee table,4,Illinois,US-IL,1
custom nightstand,4,Illinois,US-IL,0
custom tv stand,4,Illinois,US-IL,0
dining table,4,Pennsylvania,US-PA,99
custom wardrobe,4,Pennsylvania,US-PA,0
custom coffee table,4,Pennsylvania,US-PA,1
custom nightstand,4,Pennsylvania,US-PA,0
custom tv stand,4,Pennsylvania,US-PA,0
dining table,4,Colorado,US-CO,99
custom wardrobe,4,Colorado,US-CO,0
custom coffee table,4,Colorado,US-CO,1
custom nightstand,4,Colorado,US-CO,0
custom tv stand,4,Colorado,US-CO,0
dining table,4,Utah,US-UT,98
custom wardrobe,4,Utah,US-UT,0
custom coffee table,4,Utah,US-UT,2
custom nightstand,4,Utah,US-UT,0
custom tv stand,4,Utah,US-UT,0
dining table,4,Ohio,US-OH,99
custom wardrobe,4,Ohio,US-OH,0
custom coffee table,4,Ohio,US-OH,1
custom nightstand,4,Ohio,US-OH,0
custom tv stand,4,Ohio,US-OH,0
dining table,4,Oregon,US-OR,99
custom wardrobe,4,Oregon,US-OR,0
custom coffee table,4,Oregon,US-OR,1
custom nightstand,4,Oregon,US-OR,0
custom tv stand,4,Oregon,US-OR,0
dining table,4,Louisiana,US-LA,99
custom wardrobe,4,Louisiana,US-LA,0
custom coffee table,4,Louisiana,US-LA,1
custom nightstand,4,Louisiana,US-LA,0
custom tv stand,4,Louisiana,US-LA,0
dining table,4,Tennessee,US-TN,99
custom wardrobe,4,Tennessee,US-TN,0
custom coffee table,4,Tennessee,US-TN,1
custom nightstand,4,Tennessee,US-TN,0
custom tv stand,4,Tennessee,US-TN,0
dining table,4,Minnesota,US-MN,99
custom wardrobe,4,Minnesota,US-MN,0
custom coffee table,4,Minnesota,US-MN,1
custom nightstand,4,Minnesota,US-MN,0
custom tv stand,4,Minnesota,US-MN,0
dining table,4,Idaho,US-ID,99
custom wardrobe,4,Idaho,US-ID,0
custom coffee table,4,Idaho,US-ID,1
custom nightstand,4,Idaho,US-ID,0
custom tv stand,4,Idaho,US-ID,0
dining table,4,Rhode Island,US-RI,98
custom wardrobe,4,Rhode Island,US-RI,0
custom coffee table,4,Rhode Island,US-RI,1
custom nightstand,4,Rhode Island,US-RI,0
custom tv stand,4,Rhode Island,US-RI,1
dining table,4,Michigan,US-MI,99
custom wardrobe,4,Michigan,US-MI,0
custom coffee table,4,Michigan,US-MI,1
custom nightstand,4,Michigan,US-MI,0
custom tv stand,4,Michigan,US-MI,0
dining table,4,Missouri,US-MO,99
custom wardrobe,4,Missouri,US-MO,0
custom coffee table,4,Missouri,US-MO,1
custom nightstand,4,Missouri,US-MO,0
custom tv stand,4,Missouri,US-MO,0
dining table,4,Oklahoma,US-OK,99
custom wardrobe,4,Oklahoma,US-OK,0
custom coffee table,4,Oklahoma,US-OK,1
custom nightstand,4,Oklahoma,US-OK,0
custom tv stand,4,Oklahoma,US-OK,0
dining table,4,New Hampshire,US-NH,99
custom wardrobe,4,New Hampshire,US-NH,0
custom coffee table,4,New Hampshire,US-NH,1
custom nightstand,4,New Hampshire,US-NH,0
custom tv stand,4,New Hampshire,US-NH,0
dining table,4,Kentucky,US-KY,99
custom wardrobe,4,Kentucky,US-KY,0
custom coffee table,4,Kentucky,US-KY,1
custom nightstand,4,Kentucky,US-KY,0
custom tv stand,4,Kentucky,US-KY,0
dining table,4,Mississippi,US-MS,99
custom wardrobe,4,Mississippi,US-MS,0
custom coffee table,4,Mississippi,US-MS,1
custom nightstand,4,Mississippi,US-MS,0
custom tv stand,4,Mississippi,US-MS,0
dining table,4,Indiana,US-IN,99
custom wardrobe,4,Indiana,US-IN,0
custom coffee table,4,Indiana,US-IN,1
custom nightstand,4,Indiana,US-IN,0
custom tv stand,4,Indiana,US-IN,0
dining table,4,Arkansas,US-AR,99
custom wardrobe,4,Arkansas,US-AR,0
custom coffee table,4,Arkansas,US-AR,1
custom nightstand,4,Arkansas,US-AR,0
custom tv stand,4,Arkansas,US-AR,0
dining table,4,Maine,US-ME,99
custom wardrobe,4,Maine,US-ME,0
custom coffee table,4,Maine,US-ME,1
custom nightstand,4,Maine,US-ME,0
custom tv stand,4,Maine,US-ME,0
dining table,4,Vermont,US-VT,100
custom wardrobe,4,Vermont,US-VT,0
custom coffee table,4,Vermont,US-VT,0
custom nightstand,4,Vermont,US-VT,0
custom tv stand,4,Vermont,US-VT,0
dining table,4,New Mexico,US-NM,99
custom wardrobe,4,New Mexico,US-NM,0
custom coffee table,4,New Mexico,US-NM,1
custom nightstand,4,New Mexico,US-NM,0
custom tv stand,4,New Mexico,US-NM,0
dining table,4,Nebraska,US-NE,98
custom wardrobe,4,Nebraska,US-NE,0
custom coffee table,4,Nebraska,US-NE,2
custom nightstand,4,Nebraska,US-NE,0
custom tv stand,4,Nebraska,US-NE,0
dining table,4,Wisconsin,US-WI,99
custom wardrobe,4,Wisconsin,US-WI,0
custom coffee table,4,Wisconsin,US-WI,1
custom nightstand,4,Wisconsin,US-WI,0
custom tv stand,4,Wisconsin,US-WI,0
dining table,4,Hawaii,US-HI,99
custom wardrobe,4,Hawaii,US-HI,0
custom coffee table,4,Hawaii,US-HI,1
custom nightstand,4,Hawaii,US-HI,0
custom tv stand,4,Hawaii,US-HI,0
dining table,4,Iowa,US-IA,99
custom wardrobe,4,Iowa,US-IA,0
custom coffee table,4,Iowa,US-IA,1
custom nightstand,4,Iowa,US-IA,0
custom tv stand,4,Iowa,US-IA,0
dining table,4,Montana,US-MT,99
custom wardrobe,4,Montana,US-MT,0
custom coffee table,4,Montana,US-MT,1
custom nightstand,4,Montana,US-MT,0
custom tv stand,4,Montana,US-MT,0
dining table,4,West Virginia,US-WV,99
custom wardrobe,4,West Virginia,US-WV,0
custom coffee table,4,West Virginia,US-WV,1
custom nightstand,4,West Virginia,US-WV,0
custom tv stand,4,West Virginia,US-WV,0
dining table,4,South Dakota,US-SD,100
custom wardrobe,4,South Dakota,US-SD,0
custom coffee table,4,South Dakota,US-SD,0
custom nightstand,4,South Dakota,US-SD,0
custom tv stand,4,South Dakota,US-SD,0
dining table,4,North Dakota,US-ND,98
custom wardrobe,4,North Dakota,US-ND,0
custom coffee table,4,North Dakota,US-ND,1
custom nightstand,4,North Dakota,US-ND,1
custom tv stand,4,North Dakota,US-ND,0
dining table,4,Alaska,US-AK,99
custom wardrobe,4,Alaska,US-AK,0
custom coffee table,4,Alaska,US-AK,1
custom nightstand,4,Alaska,US-AK,0
custom tv stand,4,Alaska,US-AK,0
dining table,5,Wyoming,US-WY,71
custom cabinets,5,Wyoming,US-WY,3
custom closet,5,Wyoming,US-WY,2
custom dining table,5,Wyoming,US-WY,3
dining chair,5,Wyoming,US-WY,21
dining table,5,New Jersey,US-NJ,79
custom cabinets,5,New Jersey,US-NJ,2
custom closet,5,New Jersey,US-NJ,2
custom dining table,5,New Jersey,US-NJ,0
dining chair,5,New Jersey,US-NJ,17
dining table,5,New York,US-NY,77
custom cabinets,5,New York,US-NY,3
custom closet,5,New York,US-NY,2
custom dining table,5,New York,US-NY,0
dining chair,5,New York,US-NY,18
dining table,5,District of Columbia,US-DC,75
custom cabinets,5,District of Columbia,US-DC,3
custom closet,5,District of Columbia,US-DC,3
custom dining table,5,District of Columbia,US-DC,0
dining chair,5,District of Columbia,US-DC,19
dining table,5,California,US-CA,78
custom cabinets,5,California,US-CA,3
custom closet,5,California,US-CA,2
custom dining table,5,California,US-CA,0
dining chair,5,California,US-CA,17
dining table,5,Florida,US-FL,77
custom cabinets,5,Florida,US-FL,3
custom closet,5,Florida,US-FL,2
custom dining table,5,Florida,US-FL,0
dining chair,5,Florida,US-FL,18
dining table,5,Connecticut,US-CT,78
custom cabinets,5,Connecticut,US-CT,3
custom closet,5,Connecticut,US-CT,1
custom dining table,5,Connecticut,US-CT,0
dining chair,5,Connecticut,US-CT,18
dining table,5,Massachusetts,US-MA,78
custom cabinets,5,Massachusetts,US-MA,2
custom closet,5,Massachusetts,US-MA,3
custom dining table,5,Massachusetts,US-MA,0
dining chair,5,Massachusetts,US-MA,17
dining table,5,Washington,US-WA,77
custom cabinets,5,Washington,US-WA,5
custom closet,5,Washington,US-WA,1
custom dining table,5,Washington,US-WA,0
dining chair,5,Washington,US-WA,17
dining table,5,Georgia,US-GA,79
custom cabinets,5,Georgia,US-GA,3
custom closet,5,Georgia,US-GA,2
custom dining table,5,Georgia,US-GA,0
dining chair,5,Georgia,US-GA,16
dining table,5,Maryland,US-MD,78
custom cabinets,5,Maryland,US-MD,2
custom closet,5,Maryland,US-MD,2
custom dining table,5,Maryland,US-MD,0
dining chair,5,Maryland,US-MD,18
dining table,5,North Carolina,US-NC,78
custom cabinets,5,North Carolina,US-NC,4
custom closet,5,North Carolina,US-NC,1
custom dining table,5,North Carolina,US-NC,0
dining chair,5,North Carolina,US-NC,17
dining table,5,Kansas,US-KS,76
custom cabinets,5,Kansas,US-KS,5
custom closet,5,Kansas,US-KS,1
custom dining table,5,Kansas,US-KS,1
dining chair,5,Kansas,US-KS,17
dining table,5,Arizona,US-AZ,77
custom cabinets,5,Arizona,US-AZ,5
custom closet,5,Arizona,US-AZ,1
custom dining table,5,Arizona,US-AZ,0
dining chair,5,Arizona,US-AZ,17
dining table,5,South Carolina,US-SC,78
custom cabinets,5,South Carolina,US-SC,3
custom closet,5,South Carolina,US-SC,4
custom dining table,5,South Carolina,US-SC,0
dining chair,5,South Carolina,US-SC,15
dining table,5,Texas,US-TX,78
custom cabinets,5,Texas,US-TX,4
custom closet,5,Texas,US-TX,1
custom dining table,5,Texas,US-TX,0
dining chair,5,Texas,US-TX,17
dining table,5,Virginia,US-VA,77
custom cabinets,5,Virginia,US-VA,4
custom closet,5,Virginia,US-VA,2
custom dining table,5,Virginia,US-VA,0
dining chair,5,Virginia,US-VA,17
dining table,5,Alabama,US-AL,79
custom cabinets,5,Alabama,US-AL,4
custom closet,5,Alabama,US-AL,1
custom dining table,5,Alabama,US-AL,0
dining chair,5,Alabama,US-AL,16
dining table,5,Delaware,US-DE,74
custom cabinets,5,Delaware,US-DE,3
custom closet,5,Delaware,US-DE,7
custom dining table,5,Delaware,US-DE,0
dining chair,5,Delaware,US-DE,16
dining table,5,Nevada,US-NV,80
custom cabinets,5,Nevada,US-NV,3
custom closet,5,Nevada,US-NV,2
custom dining table,5,Nevada,US-NV,0
dining chair,5,Nevada,US-NV,15
dining table,5,Illinois,US-IL,77
custom cabinets,5,Illinois,US-IL,4
custom closet,5,Illinois,US-IL,1
custom dining table,5,Illinois,US-IL,0
dining chair,5,Illinois,US-IL,18
dining table,5,Pennsylvania,US-PA,77
custom cabinets,5,Pennsylvania,US-PA,4
custom closet,5,Pennsylvania,US-PA,3
custom dining table,5,Pennsylvania,US-PA,0
dining chair,5,Pennsylvania,US-PA,16
dining table,5,Colorado,US-CO,74
custom cabinets,5,Colorado,US-CO,5
custom closet,5,Colorado,US-CO,2
custom dining table,5,Colorado,US-CO,0
dining chair,5,Colorado,US-CO,19
dining table,5,Utah,US-UT,76
custom cabinets,5,Utah,US-UT,5
custom closet,5,Utah,US-UT,1
custom dining table,5,Utah,US-UT,0
dining chair,5,Utah,US-UT,18
dining table,5,Ohio,US-OH,80
custom cabinets,5,Ohio,US-OH,3
custom closet,5,Ohio,US-OH,1
custom dining table,5,Ohio,US-OH,0
dining chair,5,Ohio,US-OH,16
dining table,5,Oregon,US-OR,77
custom cabinets,5,Oregon,US-OR,5
custom closet,5,Oregon,US-OR,1
custom dining table,5,Oregon,US-OR,0
dining chair,5,Oregon,US-OR,17
dining table,5,Louisiana,US-LA,78
custom cabinets,5,Louisiana,US-LA,4
custom closet,5,Louisiana,US-LA,2
custom dining table,5,Louisiana,US-LA,0
dining chair,5,Louisiana,US-LA,16
dining table,5,Tennessee,US-TN,76
custom cabinets,5,Tennessee,US-TN,4
custom closet,5,Tennessee,US-TN,2
custom dining table,5,Tennessee,US-TN,0
dining chair,5,Tennessee,US-TN,18
dining table,5,Minnesota,US-MN,75
custom cabinets,5,Minnesota,US-MN,6
custom closet,5,Minnesota,US-MN,2
custom dining table,5,Minnesota,US-MN,0
dining chair,5,Minnesota,US-MN,17
dining table,5,Idaho,US-ID,77
custom cabinets,5,Idaho,US-ID,8
custom closet,5,Idaho,US-ID,1
custom dining table,5,Idaho,US-ID,0
dining chair,5,Idaho,US-ID,14
dining table,5,Rhode Island,US-RI,76
custom cabinets,5,Rhode Island,US-RI,4
custom closet,5,Rhode Island,US-RI,2
custom dining table,5,Rhode Island,US-RI,0
dining chair,5,Rhode Island,US-RI,18
dining table,5,Michigan,US-MI,78
custom cabinets,5,Michigan,US-MI,4
custom closet,5,Michigan,US-MI,1
custom dining table,5,Michigan,US-MI,0
dining chair,5,Michigan,US-MI,17
dining table,5,Missouri,US-MO,77
custom cabinets,5,Missouri,US-MO,5
custom closet,5,Missouri,US-MO,1
custom dining table,5,Missouri,US-MO,0
dining chair,5,Missouri,US-MO,17
dining table,5,Oklahoma,US-OK,79
custom cabinets,5,Oklahoma,US-OK,4
custom closet,5,Oklahoma,US-OK,1
custom dining table,5,Oklahoma,US-OK,0
dining chair,5,Oklahoma,US-OK,16
dining table,5,New Hampshire,US-NH,77
