naics,kind_of_business,year,month,period,sales_musd,seasonally_adjusted
"442,443","Furniture, home furn, electronics and appliance stores",1994,10,1994-10,10318.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,11,1994-11,11641.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,12,1994-12,15741.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,1,1995-01,9849.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,2,1995-02,9166.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,3,1995-03,10345.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,4,1995-04,9541.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,5,1995-05,10298.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,6,1995-06,10527.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,7,1995-07,10379.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,8,1995-08,11152.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,9,1995-09,10857.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,10,1995-10,11037.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,11,1995-11,12603.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1995,12,1995-12,16378.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,1,1996-01,10351.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,2,1996-02,10181.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,3,1996-03,11127.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,4,1996-04,10605.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,5,1996-05,11176.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,6,1996-06,11040.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,7,1996-07,11220.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,8,1996-08,11792.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,9,1996-09,11198.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,10,1996-10,11688.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,11,1996-11,12979.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1996,12,1996-12,16509.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,1,1997-01,10823.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,2,1997-02,10389.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,3,1997-03,11402.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,4,1997-04,11041.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,5,1997-05,11579.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,6,1997-06,11451.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,7,1997-07,11899.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,8,1997-08,12343.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,9,1997-09,11873.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,10,1997-10,12202.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,11,1997-11,13498.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1997,12,1997-12,17890.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,1,1998-01,11979.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,2,1998-02,11286.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,3,1998-03,12245.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,4,1998-04,11664.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,5,1998-05,12104.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,6,1998-06,12442.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,7,1998-07,12771.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,8,1998-08,13077.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,9,1998-09,12456.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,10,1998-10,12813.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,11,1998-11,14241.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1998,12,1998-12,18894.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,1,1999-01,12249.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,2,1999-02,11956.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,3,1999-03,13273.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,4,1999-04,12458.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,5,1999-05,12926.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,6,1999-06,13317.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,7,1999-07,13668.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,8,1999-08,14026.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,9,1999-09,13665.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,10,1999-10,13770.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,11,1999-11,15501.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1999,12,1999-12,20648.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,1,2000-01,13520.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,2,2000-02,13801.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,3,2000-03,14651.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,4,2000-04,13522.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,5,2000-05,14273.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,6,2000-06,14101.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,7,2000-07,14083.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,8,2000-08,15011.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,9,2000-09,14211.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,10,2000-10,14092.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,11,2000-11,15968.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2000,12,2000-12,20168.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,1,2001-01,13748.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,2,2001-02,13067.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,3,2001-03,14218.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,4,2001-04,12768.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,5,2001-05,13758.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,6,2001-06,13941.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,7,2001-07,13886.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,8,2001-08,14894.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,9,2001-09,13235.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,10,2001-10,13964.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,11,2001-11,16549.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2001,12,2001-12,21775.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,1,2002-01,14005.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,2,2002-02,13591.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,3,2002-03,14680.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,4,2002-04,13570.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,5,2002-05,14702.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,6,2002-06,14259.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,7,2002-07,14387.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,8,2002-08,15383.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,9,2002-09,13899.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,10,2002-10,14460.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,11,2002-11,16769.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2002,12,2002-12,21565.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,1,2003-01,13875.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,2,2003-02,12949.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,3,2003-03,14165.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,4,2003-04,13395.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,5,2003-05,14672.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,6,2003-06,14470.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,7,2003-07,14926.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,8,2003-08,15845.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,9,2003-09,14863.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,10,2003-10,15350.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,11,2003-11,17411.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2003,12,2003-12,23133.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,1,2004-01,14921.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,2,2004-02,14674.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,3,2004-03,15784.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,4,2004-04,14699.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,5,2004-05,15238.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,6,2004-06,15823.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,7,2004-07,16340.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,8,2004-08,16706.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,9,2004-09,15799.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,10,2004-10,16058.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,11,2004-11,18606.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2004,12,2004-12,24490.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,1,2005-01,15527.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,2,2005-02,15525.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,3,2005-03,16717.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,4,2005-04,15633.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,5,2005-05,16225.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,6,2005-06,16795.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,7,2005-07,16784.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,8,2005-08,17987.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,9,2005-09,17046.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,10,2005-10,16945.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,11,2005-11,19811.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2005,12,2005-12,25580.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,1,2006-01,17023.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,2,2006-02,16359.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,3,2006-03,17721.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,4,2006-04,16012.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,5,2006-05,17222.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,6,2006-06,17587.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,7,2006-07,17334.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,8,2006-08,18604.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,9,2006-09,17515.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,10,2006-10,16881.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,11,2006-11,20122.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2006,12,2006-12,26025.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,1,2007-01,17157.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,2,2007-02,16376.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,3,2007-03,17560.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,4,2007-04,15862.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,5,2007-05,17267.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,6,2007-06,17187.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,7,2007-07,17250.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,8,2007-08,18653.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,9,2007-09,16778.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,10,2007-10,17014.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,11,2007-11,20495.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2007,12,2007-12,25105.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,1,2008-01,16479.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,2,2008-02,16455.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,3,2008-03,16551.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,4,2008-04,15646.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,5,2008-05,17075.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,6,2008-06,16401.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,7,2008-07,16936.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,8,2008-08,17113.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,9,2008-09,15393.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,10,2008-10,15170.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,11,2008-11,17687.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2008,12,2008-12,21874.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,1,2009-01,14882.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,2,2009-02,14416.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,3,2009-03,14184.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,4,2009-04,13231.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,5,2009-05,13970.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,6,2009-06,14164.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,7,2009-07,14395.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,8,2009-08,14650.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,9,2009-09,13886.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,10,2009-10,13598.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,11,2009-11,16437.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2009,12,2009-12,20784.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,1,2010-01,13660.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,2,2010-02,14014.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,3,2010-03,14708.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,4,2010-04,13576.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,5,2010-05,14223.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,6,2010-06,14544.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,7,2010-07,14864.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,8,2010-08,15129.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,9,2010-09,14427.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,10,2010-10,13802.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,11,2010-11,16747.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2010,12,2010-12,21062.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,1,2011-01,13532.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,2,2011-02,13969.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,3,2011-03,15377.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,4,2011-04,13915.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,5,2011-05,14381.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,6,2011-06,14581.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,7,2011-07,14947.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,8,2011-08,15795.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,9,2011-09,14890.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,10,2011-10,14551.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,11,2011-11,17761.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2011,12,2011-12,21824.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,1,2012-01,14413.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,2,2012-02,15134.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,3,2012-03,15976.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,4,2012-04,13838.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,5,2012-05,15333.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,6,2012-06,15093.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,7,2012-07,15436.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,8,2012-08,16213.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,9,2012-09,14967.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,10,2012-10,14620.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,11,2012-11,18303.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2012,12,2012-12,22329.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,1,2013-01,15175.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,2,2013-02,15072.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,3,2013-03,15874.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,4,2013-04,14410.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,5,2013-05,15450.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,6,2013-06,15160.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,7,2013-07,15768.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,8,2013-08,16582.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,9,2013-09,15441.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,10,2013-10,15827.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,11,2013-11,18888.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2013,12,2013-12,21850.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,1,2014-01,14847.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,2,2014-02,14857.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,3,2014-03,16023.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,4,2014-04,14762.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,5,2014-05,15810.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,6,2014-06,15238.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,7,2014-07,16039.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,8,2014-08,16656.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,9,2014-09,16302.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,10,2014-10,16252.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,11,2014-11,19334.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2014,12,2014-12,23377.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,1,2015-01,15716.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,2,2015-02,15004.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,3,2015-03,16260.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,4,2015-04,15154.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,5,2015-05,16296.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,6,2015-06,16285.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,7,2015-07,16774.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,8,2015-08,17001.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,9,2015-09,16745.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,10,2015-10,16707.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,11,2015-11,19185.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2015,12,2015-12,23013.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,1,2016-01,15267.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,2,2016-02,15691.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,3,2016-03,16651.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,4,2016-04,15175.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,5,2016-05,16039.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,6,2016-06,16313.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,7,2016-07,16418.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,8,2016-08,17243.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,9,2016-09,16769.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,10,2016-10,15933.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,11,2016-11,18937.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2016,12,2016-12,22026.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,1,2017-01,15170.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,2,2017-02,14827.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,3,2017-03,16998.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,4,2017-04,15123.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,5,2017-05,16427.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,6,2017-06,16445.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,7,2017-07,16168.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,8,2017-08,17177.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,9,2017-09,16656.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,10,2017-10,16497.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,11,2017-11,20024.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2017,12,2017-12,22416.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,1,2018-01,15840.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,2,2018-02,15356.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,3,2018-03,17420.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,4,2018-04,15866.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,5,2018-05,17152.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,6,2018-06,17066.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,7,2018-07,16960.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,8,2018-08,17906.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,9,2018-09,16735.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,10,2018-10,16977.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,11,2018-11,20025.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2018,12,2018-12,21804.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,1,2019-01,15751.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,2,2019-02,14981.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,3,2019-03,16965.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,4,2019-04,15828.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,5,2019-05,17163.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,6,2019-06,16489.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,7,2019-07,17091.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,8,2019-08,17835.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,9,2019-09,16944.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,10,2019-10,17012.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,11,2019-11,19886.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2019,12,2019-12,21605.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,1,2020-01,16103.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,2,2020-02,15665.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,3,2020-03,13493.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,4,2020-04,6675.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,5,2020-05,10844.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,6,2020-06,14968.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,7,2020-07,16420.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,8,2020-08,17216.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,9,2020-09,16832.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,10,2020-10,17192.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,11,2020-11,18615.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2020,12,2020-12,20548.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,1,2021-01,16887.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,2,2021-02,15666.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,3,2021-03,19829.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,4,2021-04,18777.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,5,2021-05,18940.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,6,2021-06,19099.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,7,2021-07,19443.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,8,2021-08,19448.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,9,2021-09,19040.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,10,2021-10,19448.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,11,2021-11,21229.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2021,12,2021-12,22608.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,1,2022-01,16919.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,2,2022-02,16978.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,3,2022-03,20148.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,4,2022-04,19327.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,5,2022-05,19346.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,6,2022-06,18925.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,7,2022-07,18916.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,8,2022-08,20019.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,9,2022-09,19350.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,10,2022-10,19012.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,11,2022-11,20694.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2022,12,2022-12,21921.0,False
"442,443","Furniture, home furn, electronics and appliance stores",2023,1,2023-01,18517.0,False
