naics,kind_of_business,year,month,period,sales_musd,seasonally_adjusted
442,Furniture and home furnishings stores,1993,9,1993-09,4468.0,True
442,Furniture and home furnishings stores,1993,10,1993-10,4499.0,True
442,Furniture and home furnishings stores,1993,11,1993-11,4528.0,True
442,Furniture and home furnishings stores,1993,12,1993-12,4523.0,True
442,Furniture and home furnishings stores,1994,1,1994-01,4420.0,True
442,Furniture and home furnishings stores,1994,2,1994-02,4608.0,True
442,Furniture and home furnishings stores,1994,3,1994-03,4734.0,True
442,Furniture and home furnishings stores,1994,4,1994-04,4747.0,True
442,Furniture and home furnishings stores,1994,5,1994-05,4804.0,True
442,Furniture and home furnishings stores,1994,6,1994-06,4832.0,True
442,Furniture and home furnishings stores,1994,7,1994-07,4877.0,True
442,Furniture and home furnishings stores,1994,8,1994-08,4992.0,True
442,Furniture and home furnishings stores,1994,9,1994-09,5002.0,True
442,Furniture and home furnishings stores,1994,10,1994-10,5082.0,True
442,Furniture and home furnishings stores,1994,11,1994-11,5020.0,True
442,Furniture and home furnishings stores,1994,12,1994-12,5076.0,True
442,Furniture and home furnishings stores,1995,1,1995-01,5103.0,True
442,Furniture and home furnishings stores,1995,2,1995-02,4919.0,True
442,Furniture and home furnishings stores,1995,3,1995-03,4957.0,True
442,Furniture and home furnishings stores,1995,4,1995-04,5015.0,True
442,Furniture and home furnishings stores,1995,5,1995-05,5057.0,True
442,Furniture and home furnishings stores,1995,6,1995-06,5053.0,True
442,Furniture and home furnishings stores,1995,7,1995-07,5157.0,True
442,Furniture and home furnishings stores,1995,8,1995-08,5134.0,True
442,Furniture and home furnishings stores,1995,9,1995-09,5249.0,True
442,Furniture and home furnishings stores,1995,10,1995-10,5269.0,True
442,Furniture and home furnishings stores,1995,11,1995-11,5319.0,True
442,Furniture and home furnishings stores,1995,12,1995-12,5276.0,True
442,Furniture and home furnishings stores,1996,1,1996-01,5143.0,True
442,Furniture and home furnishings stores,1996,2,1996-02,5176.0,True
442,Furniture and home furnishings stores,1996,3,1996-03,5393.0,True
442,Furniture and home furnishings stores,1996,4,1996-04,5427.0,True
442,Furniture and home furnishings stores,1996,5,1996-05,5402.0,True
442,Furniture and home furnishings stores,1996,6,1996-06,5497.0,True
442,Furniture and home furnishings stores,1996,7,1996-07,5521.0,True
442,Furniture and home furnishings stores,1996,8,1996-08,5469.0,True
442,Furniture and home furnishings stores,1996,9,1996-09,5576.0,True
442,Furniture and home furnishings stores,1996,10,1996-10,5591.0,True
442,Furniture and home furnishings stores,1996,11,1996-11,5584.0,True
442,Furniture and home furnishings stores,1996,12,1996-12,5575.0,True
442,Furniture and home furnishings stores,1997,1,1997-01,5639.0,True
442,Furniture and home furnishings stores,1997,2,1997-02,5669.0,True
442,Furniture and home furnishings stores,1997,3,1997-03,5725.0,True
442,Furniture and home furnishings stores,1997,4,1997-04,5788.0,True
442,Furniture and home furnishings stores,1997,5,1997-05,5813.0,True
442,Furniture and home furnishings stores,1997,6,1997-06,5841.0,True
442,Furniture and home furnishings stores,1997,7,1997-07,5850.0,True
442,Furniture and home furnishings stores,1997,8,1997-08,5958.0,True
442,Furniture and home furnishings stores,1997,9,1997-09,5975.0,True
442,Furniture and home furnishings stores,1997,10,1997-10,5960.0,True
442,Furniture and home furnishings stores,1997,11,1997-11,6069.0,True
442,Furniture and home furnishings stores,1997,12,1997-12,6115.0,True
442,Furniture and home furnishings stores,1998,1,1998-01,6184.0,True
442,Furniture and home furnishings stores,1998,2,1998-02,6142.0,True
442,Furniture and home furnishings stores,1998,3,1998-03,6149.0,True
442,Furniture and home furnishings stores,1998,4,1998-04,6165.0,True
442,Furniture and home furnishings stores,1998,5,1998-05,6157.0,True
442,Furniture and home furnishings stores,1998,6,1998-06,6227.0,True
442,Furniture and home furnishings stores,1998,7,1998-07,6246.0,True
442,Furniture and home furnishings stores,1998,8,1998-08,6239.0,True
442,Furniture and home furnishings stores,1998,9,1998-09,6222.0,True
442,Furniture and home furnishings stores,1998,10,1998-10,6310.0,True
442,Furniture and home furnishings stores,1998,11,1998-11,6452.0,True
442,Furniture and home furnishings stores,1998,12,1998-12,6504.0,True
442,Furniture and home furnishings stores,1999,1,1999-01,6434.0,True
442,Furniture and home furnishings stores,1999,2,1999-02,6565.0,True
442,Furniture and home furnishings stores,1999,3,1999-03,6633.0,True
442,Furniture and home furnishings stores,1999,4,1999-04,6585.0,True
442,Furniture and home furnishings stores,1999,5,1999-05,6687.0,True
442,Furniture and home furnishings stores,1999,6,1999-06,6778.0,True
442,Furniture and home furnishings stores,1999,7,1999-07,6750.0,True
442,Furniture and home furnishings stores,1999,8,1999-08,6947.0,True
442,Furniture and home furnishings stores,1999,9,1999-09,7065.0,True
442,Furniture and home furnishings stores,1999,10,1999-10,7132.0,True
442,Furniture and home furnishings stores,1999,11,1999-11,7074.0,True
442,Furniture and home furnishings stores,1999,12,1999-12,7079.0,True
442,Furniture and home furnishings stores,2000,1,2000-01,7292.0,True
442,Furniture and home furnishings stores,2000,2,2000-02,7341.0,True
442,Furniture and home furnishings stores,2000,3,2000-03,7376.0,True
442,Furniture and home furnishings stores,2000,4,2000-04,7523.0,True
442,Furniture and home furnishings stores,2000,5,2000-05,7469.0,True
442,Furniture and home furnishings stores,2000,6,2000-06,7368.0,True
442,Furniture and home furnishings stores,2000,7,2000-07,7544.0,True
442,Furniture and home furnishings stores,2000,8,2000-08,7470.0,True
442,Furniture and home furnishings stores,2000,9,2000-09,7464.0,True
442,Furniture and home furnishings stores,2000,10,2000-10,7552.0,True
442,Furniture and home furnishings stores,2000,11,2000-11,7353.0,True
442,Furniture and home furnishings stores,2000,12,2000-12,7015.0,True
442,Furniture and home furnishings stores,2001,1,2001-01,7578.0,True
442,Furniture and home furnishings stores,2001,2,2001-02,7396.0,True
442,Furniture and home furnishings stores,2001,3,2001-03,7335.0,True
442,Furniture and home furnishings stores,2001,4,2001-04,7348.0,True
442,Furniture and home furnishings stores,2001,5,2001-05,7344.0,True
442,Furniture and home furnishings stores,2001,6,2001-06,7402.0,True
442,Furniture and home furnishings stores,2001,7,2001-07,7476.0,True
442,Furniture and home furnishings stores,2001,8,2001-08,7409.0,True
442,Furniture and home furnishings stores,2001,9,2001-09,7213.0,True
442,Furniture and home furnishings stores,2001,10,2001-10,7362.0,True
442,Furniture and home furnishings stores,2001,11,2001-11,7469.0,True
442,Furniture and home furnishings stores,2001,12,2001-12,7700.0,True
442,Furniture and home furnishings stores,2002,1,2002-01,7644.0,True
442,Furniture and home furnishings stores,2002,2,2002-02,7709.0,True
442,Furniture and home furnishings stores,2002,3,2002-03,7713.0,True
442,Furniture and home furnishings stores,2002,4,2002-04,7665.0,True
442,Furniture and home furnishings stores,2002,5,2002-05,7716.0,True
442,Furniture and home furnishings stores,2002,6,2002-06,7605.0,True
442,Furniture and home furnishings stores,2002,7,2002-07,7523.0,True
442,Furniture and home furnishings stores,2002,8,2002-08,7609.0,True
442,Furniture and home furnishings stores,2002,9,2002-09,7596.0,True
442,Furniture and home furnishings stores,2002,10,2002-10,7584.0,True
442,Furniture and home furnishings stores,2002,11,2002-11,7738.0,True
442,Furniture and home furnishings stores,2002,12,2002-12,7737.0,True
442,Furniture and home furnishings stores,2003,1,2003-01,7600.0,True
442,Furniture and home furnishings stores,2003,2,2003-02,7288.0,True
442,Furniture and home furnishings stores,2003,3,2003-03,7629.0,True
442,Furniture and home furnishings stores,2003,4,2003-04,7664.0,True
442,Furniture and home furnishings stores,2003,5,2003-05,7820.0,True
442,Furniture and home furnishings stores,2003,6,2003-06,7848.0,True
442,Furniture and home furnishings stores,2003,7,2003-07,7862.0,True
442,Furniture and home furnishings stores,2003,8,2003-08,7921.0,True
442,Furniture and home furnishings stores,2003,9,2003-09,7969.0,True
442,Furniture and home furnishings stores,2003,10,2003-10,8015.0,True
442,Furniture and home furnishings stores,2003,11,2003-11,8120.0,True
442,Furniture and home furnishings stores,2003,12,2003-12,8100.0,True
442,Furniture and home furnishings stores,2004,1,2004-01,8075.0,True
442,Furniture and home furnishings stores,2004,2,2004-02,8132.0,True
442,Furniture and home furnishings stores,2004,3,2004-03,8342.0,True
442,Furniture and home furnishings stores,2004,4,2004-04,8269.0,True
442,Furniture and home furnishings stores,2004,5,2004-05,8155.0,True
442,Furniture and home furnishings stores,2004,6,2004-06,8342.0,True
442,Furniture and home furnishings stores,2004,7,2004-07,8615.0,True
442,Furniture and home furnishings stores,2004,8,2004-08,8445.0,True
442,Furniture and home furnishings stores,2004,9,2004-09,8345.0,True
442,Furniture and home furnishings stores,2004,10,2004-10,8582.0,True
442,Furniture and home furnishings stores,2004,11,2004-11,8495.0,True
442,Furniture and home furnishings stores,2004,12,2004-12,8659.0,True
442,Furniture and home furnishings stores,2005,1,2005-01,8599.0,True
442,Furniture and home furnishings stores,2005,2,2005-02,8673.0,True
442,Furniture and home furnishings stores,2005,3,2005-03,8610.0,True
442,Furniture and home furnishings stores,2005,4,2005-04,8759.0,True
442,Furniture and home furnishings stores,2005,5,2005-05,8702.0,True
442,Furniture and home furnishings stores,2005,6,2005-06,8847.0,True
442,Furniture and home furnishings stores,2005,7,2005-07,8851.0,True
442,Furniture and home furnishings stores,2005,8,2005-08,8939.0,True
442,Furniture and home furnishings stores,2005,9,2005-09,9001.0,True
442,Furniture and home furnishings stores,2005,10,2005-10,9060.0,True
442,Furniture and home furnishings stores,2005,11,2005-11,9084.0,True
442,Furniture and home furnishings stores,2005,12,2005-12,9038.0,True
442,Furniture and home furnishings stores,2006,1,2006-01,9323.0,True
442,Furniture and home furnishings stores,2006,2,2006-02,9205.0,True
442,Furniture and home furnishings stores,2006,3,2006-03,9196.0,True
442,Furniture and home furnishings stores,2006,4,2006-04,9171.0,True
442,Furniture and home furnishings stores,2006,5,2006-05,9108.0,True
442,Furniture and home furnishings stores,2006,6,2006-06,9268.0,True
442,Furniture and home furnishings stores,2006,7,2006-07,9193.0,True
442,Furniture and home furnishings stores,2006,8,2006-08,9198.0,True
442,Furniture and home furnishings stores,2006,9,2006-09,9306.0,True
442,Furniture and home furnishings stores,2006,10,2006-10,9154.0,True
442,Furniture and home furnishings stores,2006,11,2006-11,9079.0,True
442,Furniture and home furnishings stores,2006,12,2006-12,9114.0,True
442,Furniture and home furnishings stores,2007,1,2007-01,9355.0,True
442,Furniture and home furnishings stores,2007,2,2007-02,9154.0,True
442,Furniture and home furnishings stores,2007,3,2007-03,9183.0,True
442,Furniture and home furnishings stores,2007,4,2007-04,9171.0,True
442,Furniture and home furnishings stores,2007,5,2007-05,9103.0,True
442,Furniture and home furnishings stores,2007,6,2007-06,9031.0,True
442,Furniture and home furnishings stores,2007,7,2007-07,9079.0,True
442,Furniture and home furnishings stores,2007,8,2007-08,9049.0,True
442,Furniture and home furnishings stores,2007,9,2007-09,8883.0,True
442,Furniture and home furnishings stores,2007,10,2007-10,8883.0,True
442,Furniture and home furnishings stores,2007,11,2007-11,8846.0,True
442,Furniture and home furnishings stores,2007,12,2007-12,8734.0,True
442,Furniture and home furnishings stores,2008,1,2008-01,8629.0,True
442,Furniture and home furnishings stores,2008,2,2008-02,8373.0,True
442,Furniture and home furnishings stores,2008,3,2008-03,8393.0,True
442,Furniture and home furnishings stores,2008,4,2008-04,8385.0,True
442,Furniture and home furnishings stores,2008,5,2008-05,8373.0,True
442,Furniture and home furnishings stores,2008,6,2008-06,8242.0,True
442,Furniture and home furnishings stores,2008,7,2008-07,8163.0,True
442,Furniture and home furnishings stores,2008,8,2008-08,7944.0,True
442,Furniture and home furnishings stores,2008,9,2008-09,7512.0,True
442,Furniture and home furnishings stores,2008,10,2008-10,7536.0,True
442,Furniture and home furnishings stores,2008,11,2008-11,7438.0,True
442,Furniture and home furnishings stores,2008,12,2008-12,7252.0,True
442,Furniture and home furnishings stores,2009,1,2009-01,7163.0,True
442,Furniture and home furnishings stores,2009,2,2009-02,7097.0,True
442,Furniture and home furnishings stores,2009,3,2009-03,6850.0,True
442,Furniture and home furnishings stores,2009,4,2009-04,6866.0,True
442,Furniture and home furnishings stores,2009,5,2009-05,6894.0,True
442,Furniture and home furnishings stores,2009,6,2009-06,6887.0,True
442,Furniture and home furnishings stores,2009,7,2009-07,6841.0,True
442,Furniture and home furnishings stores,2009,8,2009-08,6771.0,True
442,Furniture and home furnishings stores,2009,9,2009-09,6778.0,True
442,Furniture and home furnishings stores,2009,10,2009-10,6717.0,True
442,Furniture and home furnishings stores,2009,11,2009-11,6775.0,True
442,Furniture and home furnishings stores,2009,12,2009-12,6825.0,True
442,Furniture and home furnishings stores,2010,1,2010-01,6813.0,True
442,Furniture and home furnishings stores,2010,2,2010-02,6929.0,True
442,Furniture and home furnishings stores,2010,3,2010-03,7020.0,True
442,Furniture and home furnishings stores,2010,4,2010-04,6930.0,True
442,Furniture and home furnishings stores,2010,5,2010-05,6905.0,True
442,Furniture and home furnishings stores,2010,6,2010-06,6875.0,True
442,Furniture and home furnishings stores,2010,7,2010-07,6898.0,True
442,Furniture and home furnishings stores,2010,8,2010-08,6923.0,True
442,Furniture and home furnishings stores,2010,9,2010-09,6898.0,True
442,Furniture and home furnishings stores,2010,10,2010-10,6846.0,True
442,Furniture and home furnishings stores,2010,11,2010-11,6900.0,True
442,Furniture and home furnishings stores,2010,12,2010-12,6863.0,True
442,Furniture and home furnishings stores,2011,1,2011-01,6785.0,True
442,Furniture and home furnishings stores,2011,2,2011-02,6950.0,True
442,Furniture and home furnishings stores,2011,3,2011-03,7204.0,True
442,Furniture and home furnishings stores,2011,4,2011-04,7125.0,True
442,Furniture and home furnishings stores,2011,5,2011-05,7041.0,True
442,Furniture and home furnishings stores,2011,6,2011-06,7022.0,True
442,Furniture and home furnishings stores,2011,7,2011-07,7071.0,True
442,Furniture and home furnishings stores,2011,8,2011-08,7121.0,True
442,Furniture and home furnishings stores,2011,9,2011-09,7185.0,True
442,Furniture and home furnishings stores,2011,10,2011-10,7090.0,True
442,Furniture and home furnishings stores,2011,11,2011-11,7190.0,True
442,Furniture and home furnishings stores,2011,12,2011-12,7323.0,True
442,Furniture and home furnishings stores,2012,1,2012-01,7427.0,True
442,Furniture and home furnishings stores,2012,2,2012-02,7413.0,True
442,Furniture and home furnishings stores,2012,3,2012-03,7383.0,True
442,Furniture and home furnishings stores,2012,4,2012-04,7291.0,True
442,Furniture and home furnishings stores,2012,5,2012-05,7438.0,True
442,Furniture and home furnishings stores,2012,6,2012-06,7351.0,True
442,Furniture and home furnishings stores,2012,7,2012-07,7438.0,True
442,Furniture and home furnishings stores,2012,8,2012-08,7389.0,True
442,Furniture and home furnishings stores,2012,9,2012-09,7409.0,True
442,Furniture and home furnishings stores,2012,10,2012-10,7208.0,True
442,Furniture and home furnishings stores,2012,11,2012-11,7441.0,True
442,Furniture and home furnishings stores,2012,12,2012-12,7741.0,True
442,Furniture and home furnishings stores,2013,1,2013-01,7719.0,True
442,Furniture and home furnishings stores,2013,2,2013-02,7663.0,True
442,Furniture and home furnishings stores,2013,3,2013-03,7680.0,True
442,Furniture and home furnishings stores,2013,4,2013-04,7635.0,True
442,Furniture and home furnishings stores,2013,5,2013-05,7567.0,True
442,Furniture and home furnishings stores,2013,6,2013-06,7779.0,True
442,Furniture and home furnishings stores,2013,7,2013-07,7758.0,True
442,Furniture and home furnishings stores,2013,8,2013-08,7823.0,True
442,Furniture and home furnishings stores,2013,9,2013-09,7867.0,True
442,Furniture and home furnishings stores,2013,10,2013-10,7977.0,True
442,Furniture and home furnishings stores,2013,11,2013-11,8048.0,True
442,Furniture and home furnishings stores,2013,12,2013-12,7756.0,True
442,Furniture and home furnishings stores,2014,1,2014-01,7620.0,True
442,Furniture and home furnishings stores,2014,2,2014-02,7906.0,True
442,Furniture and home furnishings stores,2014,3,2014-03,8030.0,True
442,Furniture and home furnishings stores,2014,4,2014-04,8160.0,True
442,Furniture and home furnishings stores,2014,5,2014-05,8138.0,True
442,Furniture and home furnishings stores,2014,6,2014-06,8148.0,True
442,Furniture and home furnishings stores,2014,7,2014-07,8171.0,True
442,Furniture and home furnishings stores,2014,8,2014-08,8309.0,True
442,Furniture and home furnishings stores,2014,9,2014-09,8243.0,True
442,Furniture and home furnishings stores,2014,10,2014-10,8276.0,True
442,Furniture and home furnishings stores,2014,11,2014-11,8388.0,True
442,Furniture and home furnishings stores,2014,12,2014-12,8512.0,True
442,Furniture and home furnishings stores,2015,1,2015-01,8485.0,True
442,Furniture and home furnishings stores,2015,2,2015-02,8304.0,True
442,Furniture and home furnishings stores,2015,3,2015-03,8546.0,True
442,Furniture and home furnishings stores,2015,4,2015-04,8661.0,True
442,Furniture and home furnishings stores,2015,5,2015-05,8856.0,True
442,Furniture and home furnishings stores,2015,6,2015-06,8688.0,True
442,Furniture and home furnishings stores,2015,7,2015-07,8853.0,True
442,Furniture and home furnishings stores,2015,8,2015-08,8861.0,True
442,Furniture and home furnishings stores,2015,9,2015-09,8868.0,True
442,Furniture and home furnishings stores,2015,10,2015-10,8963.0,True
442,Furniture and home furnishings stores,2015,11,2015-11,8950.0,True
442,Furniture and home furnishings stores,2015,12,2015-12,9161.0,True
442,Furniture and home furnishings stores,2016,1,2016-01,9039.0,True
442,Furniture and home furnishings stores,2016,2,2016-02,9066.0,True
442,Furniture and home furnishings stores,2016,3,2016-03,9026.0,True
442,Furniture and home furnishings stores,2016,4,2016-04,9014.0,True
442,Furniture and home furnishings stores,2016,5,2016-05,9061.0,True
442,Furniture and home furnishings stores,2016,6,2016-06,9213.0,True
442,Furniture and home furnishings stores,2016,7,2016-07,9151.0,True
442,Furniture and home furnishings stores,2016,8,2016-08,9120.0,True
442,Furniture and home furnishings stores,2016,9,2016-09,9340.0,True
442,Furniture and home furnishings stores,2016,10,2016-10,9171.0,True
442,Furniture and home furnishings stores,2016,11,2016-11,9161.0,True
442,Furniture and home furnishings stores,2016,12,2016-12,9138.0,True
442,Furniture and home furnishings stores,2017,1,2017-01,9291.0,True
442,Furniture and home furnishings stores,2017,2,2017-02,9287.0,True
442,Furniture and home furnishings stores,2017,3,2017-03,9352.0,True
442,Furniture and home furnishings stores,2017,4,2017-04,9204.0,True
442,Furniture and home furnishings stores,2017,5,2017-05,9285.0,True
442,Furniture and home furnishings stores,2017,6,2017-06,9373.0,True
442,Furniture and home furnishings stores,2017,7,2017-07,9316.0,True
442,Furniture and home furnishings stores,2017,8,2017-08,9390.0,True
442,Furniture and home furnishings stores,2017,9,2017-09,9346.0,True
442,Furniture and home furnishings stores,2017,10,2017-10,9609.0,True
442,Furniture and home furnishings stores,2017,11,2017-11,9711.0,True
442,Furniture and home furnishings stores,2017,12,2017-12,9834.0,True
442,Furniture and home furnishings stores,2018,1,2018-01,9633.0,True
442,Furniture and home furnishings stores,2018,2,2018-02,9657.0,True
442,Furniture and home furnishings stores,2018,3,2018-03,9673.0,True
442,Furniture and home furnishings stores,2018,4,2018-04,9799.0,True
442,Furniture and home furnishings stores,2018,5,2018-05,9718.0,True
442,Furniture and home furnishings stores,2018,6,2018-06,9760.0,True
442,Furniture and home furnishings stores,2018,7,2018-07,9811.0,True
442,Furniture and home furnishings stores,2018,8,2018-08,9676.0,True
442,Furniture and home furnishings stores,2018,9,2018-09,9676.0,True
442,Furniture and home furnishings stores,2018,10,2018-10,9707.0,True
442,Furniture and home furnishings stores,2018,11,2018-11,9727.0,True
442,Furniture and home furnishings stores,2018,12,2018-12,9839.0,True
442,Furniture and home furnishings stores,2019,1,2019-01,9580.0,True
442,Furniture and home furnishings stores,2019,2,2019-02,9595.0,True
442,Furniture and home furnishings stores,2019,3,2019-03,9708.0,True
442,Furniture and home furnishings stores,2019,4,2019-04,9765.0,True
442,Furniture and home furnishings stores,2019,5,2019-05,9839.0,True
442,Furniture and home furnishings stores,2019,6,2019-06,9891.0,True
442,Furniture and home furnishings stores,2019,7,2019-07,9917.0,True
442,Furniture and home furnishings stores,2019,8,2019-08,9897.0,True
442,Furniture and home furnishings stores,2019,9,2019-09,10045.0,True
442,Furniture and home furnishings stores,2019,10,2019-10,9918.0,True
442,Furniture and home furnishings stores,2019,11,2019-11,9981.0,True
442,Furniture and home furnishings stores,2019,12,2019-12,9978.0,True
442,Furniture and home furnishings stores,2020,1,2020-01,10193.0,True
442,Furniture and home furnishings stores,2020,2,2020-02,10025.0,True
442,Furniture and home furnishings stores,2020,3,2020-03,7819.0,True
442,Furniture and home furnishings stores,2020,4,2020-04,3885.0,True
442,Furniture and home furnishings stores,2020,5,2020-05,7023.0,True
442,Furniture and home furnishings stores,2020,6,2020-06,9717.0,True
442,Furniture and home furnishings stores,2020,7,2020-07,10012.0,True
442,Furniture and home furnishings stores,2020,8,2020-08,10493.0,True
442,Furniture and home furnishings stores,2020,9,2020-09,10576.0,True
442,Furniture and home furnishings stores,2020,10,2020-10,10457.0,True
442,Furniture and home furnishings stores,2020,11,2020-11,10188.0,True
442,Furniture and home furnishings stores,2020,12,2020-12,10373.0,True
442,Furniture and home furnishings stores,2021,1,2021-01,11555.0,True
442,Furniture and home furnishings stores,2021,2,2021-02,10900.0,True
442,Furniture and home furnishings stores,2021,3,2021-03,11734.0,True
442,Furniture and home furnishings stores,2021,4,2021-04,11779.0,True
442,Furniture and home furnishings stores,2021,5,2021-05,11580.0,True
442,Furniture and home furnishings stores,2021,6,2021-06,11488.0,True
442,Furniture and home furnishings stores,2021,7,2021-07,11510.0,True
442,Furniture and home furnishings stores,2021,8,2021-08,11464.0,True
442,Furniture and home furnishings stores,2021,9,2021-09,11501.0,True
442,Furniture and home furnishings stores,2021,10,2021-10,11763.0,True
442,Furniture and home furnishings stores,2021,11,2021-11,11607.0,True
442,Furniture and home furnishings stores,2021,12,2021-12,11167.0,True
442,Furniture and home furnishings stores,2022,1,2022-01,11538.0,True
442,Furniture and home furnishings stores,2022,2,2022-02,11645.0,True
442,Furniture and home furnishings stores,2022,3,2022-03,11888.0,True
442,Furniture and home furnishings stores,2022,4,2022-04,12199.0,True
442,Furniture and home furnishings stores,2022,5,2022-05,11953.0,True
442,Furniture and home furnishings stores,2022,6,2022-06,11772.0,True
442,Furniture and home furnishings stores,2022,7,2022-07,11631.0,True
442,Furniture and home furnishings stores,2022,8,2022-08,11776.0,True
442,Furniture and home furnishings stores,2022,9,2022-09,11665.0,True
442,Furniture and home furnishings stores,2022,10,2022-10,11961.0,True
442,Furniture and home furnishings stores,2022,11,2022-11,11473.0,True
442,Furniture and home furnishings stores,2022,12,2022-12,11115.0,True
442,Furniture and home furnishings stores,2023,1,2023-01,12652.0,True
442,Furniture and home furnishings stores,2023,2,2023-02,11864.0,True
442,Furniture and home furnishings stores,2023,3,2023-03,11588.0,True
442,Furniture and home furnishings stores,2023,4,2023-04,11416.0,True
442,Furniture and home furnishings stores,2023,5,2023-05,11293.0,True
442,Furniture and home furnishings stores,2023,6,2023-06,11361.0,True
442,Furniture and home furnishings stores,2023,7,2023-07,11194.0,True
442,Furniture and home furnishings stores,2023,8,2023-08,11178.0,True
442,Furniture and home furnishings stores,2023,9,2023-09,10971.0,True
442,Furniture and home furnishings stores,2023,10,2023-10,10881.0,True
442,Furniture and home furnishings stores,2023,11,2023-11,11052.0,True
442,Furniture and home furnishings stores,2023,12,2023-12,10659.0,True
442,Furniture and home furnishings stores,2024,1,2024-01,10864.0,True
442,Furniture and home furnishings stores,2024,2,2024-02,10787.0,True
442,Furniture and home furnishings stores,2024,3,2024-03,10610.0,True
442,Furniture and home furnishings stores,2024,4,2024-04,10743.0,True
442,Furniture and home furnishings stores,2024,5,2024-05,10860.0,True
442,Furniture and home furnishings stores,2024,6,2024-06,10993.0,True
442,Furniture and home furnishings stores,2024,7,2024-07,11079.0,True
442,Furniture and home furnishings stores,2024,8,2024-08,11144.0,True
442,Furniture and home furnishings stores,2024,9,2024-09,11356.0,True
442,Furniture and home furnishings stores,2024,10,2024-10,11194.0,True
442,Furniture and home furnishings stores,2024,11,2024-11,11347.0,True
442,Furniture and home furnishings stores,2024,12,2024-12,11873.0,True
442,Furniture and home furnishings stores,2025,1,2025-01,11457.0,True
442,Furniture and home furnishings stores,2025,2,2025-02,11566.0,True
442,Furniture and home furnishings stores,2025,3,2025-03,11412.0,True
442,Furniture and home furnishings stores,2025,4,2025-04,11518.0,True
442,Furniture and home furnishings stores,2025,5,2025-05,11335.0,True
442,Furniture and home furnishings stores,2025,6,2025-06,11336.0,True
442,Furniture and home furnishings stores,2025,7,2025-07,11486.0,True
442,Furniture and home furnishings stores,2025,8,2025-08,11291.0,True
442,Furniture and home furnishings stores,2025,9,2025-09,11020.0,True
442,Furniture and home furnishings stores,2025,10,2025-10,11174.0,True
442,Furniture and home furnishings stores,2025,11,2025-11,11163.0,True
442,Furniture and home furnishings stores,2025,12,2025-12,10953.0,True
442,Furniture and home furnishings stores,2026,1,2026-01,11070.0,True
442,Furniture and home furnishings stores,2026,2,2026-02,11023.0,True
442,Furniture and home furnishings stores,2026,3,2026-03,11283.0,True
442,Furniture and home furnishings stores,2026,4,2026-04,11152.0,True
442,Furniture and home furnishings stores,2026,5,2026-05,11327.0,True
442,Furniture and home furnishings stores,2026,6,2026-06,11315.0,True
"442,443","Furniture, home furn, electronics and appliance stores",1992,1,1992-01,7259.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,2,1992-02,7155.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,3,1992-03,7551.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,4,1992-04,7375.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,5,1992-05,7539.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,6,1992-06,7800.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,7,1992-07,7990.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,8,1992-08,7928.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,9,1992-09,7821.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,10,1992-10,8190.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,11,1992-11,8797.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1992,12,1992-12,12060.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,1,1993-01,7970.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,2,1993-02,7414.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,3,1993-03,8265.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,4,1993-04,8050.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,5,1993-05,8245.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,6,1993-06,8563.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,7,1993-07,8725.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,8,1993-08,8780.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,9,1993-09,8700.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,10,1993-10,8893.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,11,1993-11,9979.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1993,12,1993-12,13316.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,1,1994-01,8283.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,2,1994-02,8150.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,3,1994-03,9329.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,4,1994-04,8912.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,5,1994-05,9196.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,6,1994-06,9607.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,7,1994-07,9609.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,8,1994-08,10205.0,False
"442,443","Furniture, home furn, electronics and appliance stores",1994,9,1994-09,10017.0,False
