series_id,family,label,year,month,period,value
PCU321211321211,PPI,Hardwood plywood and veneer,2025,8,2025-08,226.47
PCU321211321211,PPI,Hardwood plywood and veneer,2025,9,2025-09,226.367
PCU321211321211,PPI,Hardwood plywood and veneer,2025,10,2025-10,229.552
PCU321211321211,PPI,Hardwood plywood and veneer,2025,11,2025-11,229.926
PCU321211321211,PPI,Hardwood plywood and veneer,2025,12,2025-12,230.478
PCU321211321211,PPI,Hardwood plywood and veneer,2026,1,2026-01,230.208
PCU321211321211,PPI,Hardwood plywood and veneer,2026,2,2026-02,232.078
PCU321211321211,PPI,Hardwood plywood and veneer,2026,3,2026-03,234.032
PCU321211321211,PPI,Hardwood plywood and veneer,2026,4,2026-04,237.245
PCU321211321211,PPI,Hardwood plywood and veneer,2026,5,2026-05,240.242
PCU321211321211,PPI,Hardwood plywood and veneer,2026,6,2026-06,241.516
PCU321211321211,PPI,Hardwood plywood and veneer,2026,7,2026-07,245.146
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,1,2017-01,189.1
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,2,2017-02,190.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,3,2017-03,194.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,4,2017-04,196.8
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,5,2017-05,200.3
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,6,2017-06,194.4
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,7,2017-07,195.0
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,8,2017-08,201.1
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,9,2017-09,201.1
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,10,2017-10,214.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,11,2017-11,206.9
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2017,12,2017-12,190.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,1,2018-01,191.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,2,2018-02,198.6
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,3,2018-03,207.3
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,4,2018-04,211.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,5,2018-05,214.1
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,6,2018-06,222.4
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,7,2018-07,214.4
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,8,2018-08,193.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,9,2018-09,195.3
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,10,2018-10,187.9
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,11,2018-11,181.1
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2018,12,2018-12,177.6
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,1,2019-01,176.4
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,2,2019-02,181.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,3,2019-03,182.8
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,4,2019-04,182.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,5,2019-05,181.8
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,6,2019-06,175.7
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,7,2019-07,177.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,8,2019-08,173.8
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,9,2019-09,175.7
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,10,2019-10,172.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,11,2019-11,184.3
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2019,12,2019-12,184.9
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,1,2020-01,179.9
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,2,2020-02,191.5
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,3,2020-03,208.3
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,4,2020-04,185.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,5,2020-05,191.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,6,2020-06,202.7
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,7,2020-07,215.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,8,2020-08,262.9
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,9,2020-09,291.0
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,10,2020-10,299.3
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,11,2020-11,294.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2020,12,2020-12,287.2
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,1,2021-01,313.6
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,2,2021-02,332.7
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,3,2021-03,352.6
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,4,2021-04,391.0
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,5,2021-05,438.7
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,6,2021-06,482.0
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,7,2021-07,484.676
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,8,2021-08,335.49
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,9,2021-09,315.608
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,10,2021-10,325.176
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,11,2021-11,333.471
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2021,12,2021-12,343.814
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,1,2022-01,392.999
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,2,2022-02,465.436
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,3,2022-03,530.711
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,4,2022-04,470.169
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,5,2022-05,410.062
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,6,2022-06,359.946
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,7,2022-07,316.289
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,8,2022-08,334.316
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,9,2022-09,312.217
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,10,2022-10,303.836
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,11,2022-11,302.911
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2022,12,2022-12,277.471
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,1,2023-01,261.846
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,2,2023-02,260.214
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,3,2023-03,260.853
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,4,2023-04,265.562
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,5,2023-05,280.797
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,6,2023-06,288.939
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,7,2023-07,307.307
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,8,2023-08,347.161
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,9,2023-09,346.394
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,10,2023-10,284.256
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,11,2023-11,277.706
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2023,12,2023-12,285.754
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,1,2024-01,285.774
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,2,2024-02,284.738
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,3,2024-03,303.645
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,4,2024-04,355.456
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,5,2024-05,310.614
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,6,2024-06,296.697
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,7,2024-07,258.573
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,8,2024-08,255.171
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,9,2024-09,253.869
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,10,2024-10,252.969
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,11,2024-11,268.627
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2024,12,2024-12,279.879
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,1,2025-01,268.469
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,2,2025-02,267.617
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,3,2025-03,269.829
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,4,2025-04,258.133
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,5,2025-05,248.285
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,6,2025-06,229.897
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,7,2025-07,223.931
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,8,2025-08,213.853
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,9,2025-09,211.24
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,10,2025-10,211.192
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,11,2025-11,210.743
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2025,12,2025-12,205.426
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,1,2026-01,207.948
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,2,2026-02,226.023
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,3,2026-03,234.586
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,4,2026-04,238.091
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,5,2026-05,230.465
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,6,2026-06,222.616
PCU321219321219,PPI,Reconstituted wood products (particleboard and MDF),2026,7,2026-07,222.059
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,1,2017-01,216.4
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,2,2017-02,218.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,3,2017-03,218.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,4,2017-04,218.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,5,2017-05,218.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,6,2017-06,218.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,7,2017-07,218.1
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,8,2017-08,218.1
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,9,2017-09,217.8
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,10,2017-10,217.8
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,11,2017-11,215.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2017,12,2017-12,218.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,1,2018-01,219.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,2,2018-02,220.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,3,2018-03,220.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,4,2018-04,220.4
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,5,2018-05,220.8
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,6,2018-06,220.9
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,7,2018-07,221.0
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,8,2018-08,220.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,9,2018-09,220.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,10,2018-10,220.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,11,2018-11,220.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2018,12,2018-12,221.1
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,1,2019-01,223.9
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,2,2019-02,223.8
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,3,2019-03,224.0
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,4,2019-04,225.9
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,5,2019-05,226.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,6,2019-06,226.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,7,2019-07,226.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,8,2019-08,225.2
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,9,2019-09,225.4
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,10,2019-10,226.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,11,2019-11,225.4
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2019,12,2019-12,226.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,1,2020-01,226.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,2,2020-02,227.5
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,3,2020-03,227.5
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,4,2020-04,227.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,5,2020-05,227.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,6,2020-06,226.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,7,2020-07,227.4
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,8,2020-08,227.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,9,2020-09,227.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,10,2020-10,227.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,11,2020-11,227.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2020,12,2020-12,227.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,1,2021-01,227.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,2,2021-02,228.6
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,3,2021-03,230.3
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,4,2021-04,231.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,5,2021-05,231.7
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,6,2021-06,236.1
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,7,2021-07,236.771
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,8,2021-08,236.72
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,9,2021-09,237.939
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,10,2021-10,239.013
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,11,2021-11,239.97
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2021,12,2021-12,241.686
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,1,2022-01,248.451
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,2,2022-02,248.609
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,3,2022-03,248.597
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,4,2022-04,258.228
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,5,2022-05,259.825
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,6,2022-06,259.825
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,7,2022-07,260.726
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,8,2022-08,262.662
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,9,2022-09,262.662
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,10,2022-10,262.662
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,11,2022-11,262.662
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2022,12,2022-12,265.729
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,1,2023-01,265.729
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,2,2023-02,265.729
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,3,2023-03,265.729
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,4,2023-04,267.113
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,5,2023-05,268.103
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,6,2023-06,267.495
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,7,2023-07,267.495
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,8,2023-08,266.508
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,9,2023-09,266.508
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,10,2023-10,266.878
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,11,2023-11,266.717
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2023,12,2023-12,266.717
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,1,2024-01,266.717
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,2,2024-02,271.235
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,3,2024-03,271.235
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,4,2024-04,271.235
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,5,2024-05,271.235
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,6,2024-06,271.894
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,7,2024-07,271.118
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,8,2024-08,271.894
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,9,2024-09,271.894
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,10,2024-10,271.894
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,11,2024-11,272.5
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2024,12,2024-12,272.5
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,1,2025-01,272.5
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,2,2025-02,274.552
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,3,2025-03,274.552
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,4,2025-04,274.552
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,5,2025-05,274.948
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,6,2025-06,276.047
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,7,2025-07,276.047
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,8,2025-08,276.047
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,9,2025-09,276.047
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,10,2025-10,276.047
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,11,2025-11,274.842
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2025,12,2025-12,276.005
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,1,2026-01,277.049
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,2,2026-02,278.163
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,3,2026-03,278.163
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,4,2026-04,278.163
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,5,2026-05,277.446
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,6,2026-06,288.078
PCU337110337110,PPI,Wood kitchen cabinet and countertop mfg,2026,7,2026-07,288.048
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,1,2017-01,277.3
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,2,2017-02,277.1
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,3,2017-03,278.3
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,4,2017-04,279.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,5,2017-05,279.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,6,2017-06,279.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,7,2017-07,278.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,8,2017-08,278.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,9,2017-09,276.8
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,10,2017-10,279.9
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,11,2017-11,280.0
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2017,12,2017-12,280.3
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,1,2018-01,280.8
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,2,2018-02,280.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,3,2018-03,281.5
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,4,2018-04,281.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,5,2018-05,281.3
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,6,2018-06,281.9
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,7,2018-07,281.9
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,8,2018-08,282.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,9,2018-09,283.2
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,10,2018-10,284.0
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,11,2018-11,281.8
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2018,12,2018-12,283.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,1,2019-01,287.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,2,2019-02,287.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,3,2019-03,282.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,4,2019-04,283.2
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,5,2019-05,289.5
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,6,2019-06,286.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,7,2019-07,286.4
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,8,2019-08,287.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,9,2019-09,289.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,10,2019-10,290.5
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,11,2019-11,285.4
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2019,12,2019-12,285.4
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,1,2020-01,292.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,2,2020-02,292.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,3,2020-03,292.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,4,2020-04,288.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,5,2020-05,288.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,6,2020-06,292.8
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,7,2020-07,292.9
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,8,2020-08,292.9
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,9,2020-09,293.6
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,10,2020-10,290.0
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,11,2020-11,289.4
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2020,12,2020-12,287.4
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,1,2021-01,293.3
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,2,2021-02,293.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,3,2021-03,293.9
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,4,2021-04,297.3
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,5,2021-05,300.1
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,6,2021-06,309.7
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,7,2021-07,310.266
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,8,2021-08,311.568
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,9,2021-09,314.118
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,10,2021-10,314.46
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,11,2021-11,314.46
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2021,12,2021-12,318.002
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2022,1,2022-01,323.292
PCU337122337122,PPI,Nonupholstered wood household furniture mfg (NAICS 337122),2022,2,2022-02,325.895
